-0.1919  	0.40373  	0.02580  	-1.0261  	-0.4125  	-0.9237  	0.07627  	0.01731  	0.26090  	0.33242  	-0.1964  	0.60247  	0.06224  	0.04256  	-0.1208  	1.70345  	-0.2273  	-0.2075  	0.37460  	0.61215  	-0.1645  	0.19013  	-0.4558  	-0.1037  	0.42362  	-0.1948  	0.39899  	-0.2410  	0.22040  	0.15329  	-0.4111  	-0.0338  	-0.0312  	-0.0077  	0.58590  	0.05524  	0.46563  	-0.0752  	-0.4151  	0.49712  	0.15096  	-0.0366  	-0.2427  	0.29530  	0.21073  	-0.0224  	0.02530  	-0.0702  	-0.0059  	-0.0161  	-0.0476  	-0.0533  	0.00033  	-0.0134  	-0.0391  	-0.0243  	-0.0149  	-0.0211  	0.00893  	-0.0003  	-0.0361  	-0.0116  	0.02208  	0.02845  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.4924  	0.28540  	-0.0726  	-1.0498  	-0.4124  	-0.9351  	0.02835  	-0.0576  	0.15892  	0.23256  	-0.1758  	0.47171  	-0.0190  	-0.1921  	-0.1257  	1.55507  	-0.1687  	-0.2291  	0.39459  	0.51964  	-0.1621  	0.20591  	-0.3618  	0.04354  	0.39646  	-0.1713  	0.54389  	-0.2995  	0.15930  	0.11074  	-0.4178  	0.01090  	-0.0696  	-0.0264  	0.59252  	0.08112  	0.49093  	-0.0676  	-0.4756  	0.53093  	0.08912  	-0.0147  	-0.2894  	0.28922  	0.20800  	-0.0281  	0.02530  	-0.0929  	-0.0145  	-0.0136  	-0.0510  	-0.0504  	-0.0077  	-0.0138  	-0.0358  	-0.0338  	-0.0020  	-0.0154  	0.02186  	-0.0177  	-0.0284  	-0.0069  	0.02046  	0.02223  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.4933  	0.25142  	-0.1626  	-1.0969  	-0.4102  	-1.0333  	-0.0086  	-0.1914  	0.10298  	0.25838  	-0.1547  	0.50264  	-0.0713  	-0.3944  	-0.2211  	1.61063  	-0.1641  	-0.1990  	0.36764  	0.52608  	-0.2767  	0.18768  	-0.3666  	-0.0224  	0.35051  	-0.1388  	0.44160  	-0.1942  	0.22049  	0.11740  	-0.4349  	-0.0092  	-0.1008  	-0.0394  	0.52110  	0.14593  	0.46503  	-0.0866  	-0.4628  	0.52606  	0.12055  	-0.0107  	-0.2872  	0.29931  	0.21135  	-0.0153  	0.03242  	-0.1000  	-0.0138  	-0.0110  	-0.0603  	-0.0447  	-0.0065  	-0.0156  	-0.0310  	-0.0424  	-0.0037  	-0.0102  	0.02153  	-0.0241  	-0.0466  	-0.0136  	0.01950  	0.02315  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.4418  	0.24059  	-0.1186  	-0.9363  	-0.3111  	-1.0566  	0.02947  	-0.2088  	0.10186  	0.41908  	-0.1527  	0.58195  	-0.0825  	-0.4181  	-0.3096  	1.75441  	-0.1938  	-0.1189  	0.37362  	0.58668  	-0.4345  	0.18864  	-0.4696  	-0.0708  	0.43515  	-0.1470  	0.36816  	-0.1043  	0.28723  	0.14871  	-0.4263  	-0.0283  	-0.1193  	-0.0338  	0.50748  	0.22579  	0.37326  	-0.0947  	-0.4218  	0.56220  	0.13769  	-0.0180  	-0.2695  	0.30295  	0.21799  	-0.0192  	0.03461  	-0.0825  	-0.0160  	-0.0188  	-0.0406  	-0.0460  	-0.0026  	-0.0179  	-0.0302  	-0.0406  	-0.0038  	-0.0171  	0.01085  	-0.0008  	-0.0361  	-0.0274  	0.02400  	0.02547  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.4580  	0.25542  	-0.1003  	-1.0184  	-0.2916  	-1.0470  	0.08193  	-0.2017  	0.11976  	0.44358  	-0.1646  	0.53524  	-0.0537  	-0.3983  	-0.3859  	1.78397  	-0.2258  	-0.1146  	0.35753  	0.57394  	-0.5001  	0.19535  	-0.5198  	-0.1096  	0.45936  	-0.1420  	0.41692  	-0.0390  	0.37000  	0.17688  	-0.4257  	-0.0125  	-0.1073  	-0.0030  	0.51076  	0.25092  	0.31723  	-0.1086  	-0.3931  	0.56710  	0.13572  	-0.0099  	-0.2505  	0.30267  	0.22533  	-0.0213  	0.02151  	-0.0749  	0.00285  	-0.0250  	-0.0309  	-0.0505  	-0.0023  	-0.0139  	-0.0291  	-0.0346  	-0.0119  	-0.0203  	0.01575  	-0.0044  	-0.0355  	-0.0208  	0.02734  	0.02753  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.5788  	0.28049  	-0.2337  	-1.1712  	-0.4120  	-1.0522  	0.06883  	-0.1904  	0.12212  	0.38778  	-0.2358  	0.46599  	-0.0624  	-0.3732  	-0.3534  	1.60318  	-0.1699  	-0.0985  	0.36667  	0.60554  	-0.4689  	0.20924  	-0.4781  	-0.1469  	0.45281  	-0.1419  	0.36634  	0.02036  	0.39231  	0.14951  	-0.4147  	-0.0218  	-0.1062  	-0.0152  	0.44466  	0.24366  	0.28702  	-0.1301  	-0.3621  	0.56726  	0.15496  	-0.0392  	-0.2597  	0.30880  	0.22122  	-0.0308  	0.02476  	-0.0879  	-0.0126  	-0.0131  	-0.0379  	-0.0484  	0.00042  	-0.0168  	-0.0284  	-0.0410  	-0.0049  	-0.0180  	0.01609  	-0.0015  	-0.0287  	-0.0161  	0.02327  	0.02761  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.7237  	0.22711  	-0.3200  	-1.1892  	-0.4605  	-1.1237  	0.06345  	-0.1998  	0.10438  	0.32504  	-0.3104  	0.41907  	-0.0554  	-0.3385  	-0.2077  	1.48570  	-0.1489  	-0.1113  	0.35238  	0.55363  	-0.4571  	0.19313  	-0.4165  	-0.0931  	0.45755  	-0.1355  	0.39857  	-0.0741  	0.37989  	0.14969  	-0.3901  	-0.0413  	-0.1097  	-0.0145  	0.45395  	0.18061  	0.31743  	-0.1145  	-0.4007  	0.56747  	0.15304  	-0.0406  	-0.2752  	0.29650  	0.22170  	-0.0220  	0.03787  	-0.1158  	-0.0266  	-0.0162  	-0.0459  	-0.0448  	-0.0077  	-0.0178  	-0.0339  	-0.0456  	0.00380  	-0.0137  	0.01316  	-0.0039  	-0.0388  	-0.0108  	0.01936  	0.02680  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.7250  	0.26477  	-0.2348  	-1.3785  	-0.5719  	-1.0692  	0.04147  	-0.1957  	0.10729  	0.26815  	-0.2096  	0.36374  	-0.1199  	-0.3534  	-0.1685  	1.39124  	-0.1240  	-0.1466  	0.36222  	0.55637  	-0.3034  	0.18025  	-0.3032  	-0.1217  	0.38594  	-0.1176  	0.39213  	-0.1646  	0.31995  	0.10939  	-0.3802  	-0.0521  	-0.1114  	-0.0113  	0.43557  	0.13060  	0.39444  	-0.1041  	-0.4261  	0.52111  	0.18431  	-0.0318  	-0.2775  	0.29360  	0.22492  	-0.0301  	0.03695  	-0.1173  	-0.0285  	-0.0224  	-0.0613  	-0.0445  	-0.0035  	-0.0176  	-0.0347  	-0.0435  	-0.0070  	-0.0154  	0.01363  	-0.0124  	-0.0289  	-0.0136  	0.02456  	0.03250  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.7379  	0.25914  	-0.2444  	-1.3627  	-0.5630  	-1.1383  	0.02016  	-0.1466  	0.14031  	0.28002  	-0.1557  	0.44309  	-0.0923  	-0.3376  	-0.1633  	1.44178  	-0.1346  	-0.1753  	0.38122  	0.52095  	-0.2997  	0.22871  	-0.2633  	-0.1039  	0.31978  	-0.0985  	0.37311  	-0.1457  	0.30374  	0.10433  	-0.3582  	-0.0675  	-0.0801  	-0.0139  	0.41304  	0.08667  	0.37188  	-0.1006  	-0.4371  	0.52652  	0.20048  	-0.0273  	-0.2651  	0.30101  	0.20977  	-0.0289  	0.04210  	-0.1035  	-0.0328  	-0.0146  	-0.0605  	-0.0464  	-0.0110  	-0.0124  	-0.0393  	-0.0445  	-0.0086  	-0.0172  	0.01239  	-0.0090  	-0.0289  	-0.0057  	0.02560  	0.03183  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.5908  	0.25750  	-0.1992  	-1.2309  	-0.4864  	-1.0301  	0.03884  	-0.1407  	0.15161  	0.30275  	-0.2072  	0.52079  	-0.0449  	-0.2998  	-0.2427  	1.54558  	-0.1452  	-0.1795  	0.35626  	0.51560  	-0.3849  	0.16559  	-0.3643  	-0.1158  	0.29995  	-0.0992  	0.35348  	-0.0458  	0.31321  	0.11222  	-0.3586  	-0.0411  	-0.0567  	-0.0078  	0.47959  	0.13285  	0.34235  	-0.1395  	-0.4051  	0.53971  	0.18665  	-0.0294  	-0.2571  	0.29973  	0.21704  	-0.0184  	0.03126  	-0.0977  	-0.0284  	-0.0057  	-0.0546  	-0.0467  	-0.0080  	-0.0209  	-0.0331  	-0.0410  	-0.0031  	-0.0167  	0.01144  	-0.0145  	-0.0299  	-0.0006  	0.02347  	0.03135  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
