-0.5902  	0.25009  	-0.3311  	-1.0165  	-0.3028  	-1.1777  	0.08456  	-0.0858  	0.19190  	0.33999  	-0.1791  	0.59404  	0.07012  	-0.0148  	-0.1042  	1.44911  	-0.2301  	-0.1428  	0.28698  	0.65994  	-0.3719  	0.19575  	-0.4990  	-0.1301  	0.27534  	-0.1042  	0.24854  	0.01740  	0.36980  	0.12038  	-0.3834  	-0.0957  	-0.0260  	0.01008  	0.53564  	0.08901  	0.27597  	-0.1473  	-0.3881  	0.53871  	0.12749  	-0.0279  	-0.2632  	0.27349  	0.22369  	-0.0280  	0.04184  	-0.0920  	-0.0088  	-0.0095  	-0.0551  	-0.0495  	-0.0128  	-0.0194  	-0.0358  	-0.0443  	-0.0055  	-0.0151  	0.01449  	-0.0075  	-0.0324  	-0.0116  	0.02432  	0.03071  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.6656  	0.26180  	-0.4486  	-0.8371  	-0.1372  	-1.1850  	0.09758  	-0.1126  	0.11932  	0.34643  	-0.2491  	0.70083  	0.06860  	-0.0578  	-0.0368  	1.43706  	-0.2395  	-0.1460  	0.30849  	0.70172  	-0.4656  	0.16170  	-0.5069  	-0.1361  	0.35021  	-0.1128  	0.26339  	0.11852  	0.45588  	0.14892  	-0.3889  	-0.0980  	-0.0077  	0.00806  	0.52762  	0.10096  	0.17470  	-0.1814  	-0.3596  	0.57892  	0.07247  	-0.0069  	-0.3127  	0.26387  	0.23079  	-0.0230  	0.04811  	-0.0913  	-0.0126  	-0.0242  	-0.0543  	-0.0468  	-0.0221  	-0.0198  	-0.0406  	-0.0460  	-0.0042  	-0.0208  	0.01403  	-0.0104  	-0.0313  	-0.0156  	0.02456  	0.01498  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.5647  	0.29292  	-0.3853  	-0.8009  	-0.1915  	-1.1017  	0.07747  	-0.0579  	0.18257  	0.30999  	-0.2787  	0.74212  	0.10815  	0.05484  	0.08676  	1.47536  	-0.2222  	-0.1598  	0.31918  	0.68734  	-0.4370  	0.18676  	-0.4743  	-0.1489  	0.30504  	-0.0913  	0.23061  	0.08157  	0.41194  	0.13652  	-0.3960  	-0.1081  	-0.0044  	0.01055  	0.57621  	0.05641  	0.23093  	-0.1705  	-0.3528  	0.58906  	0.08473  	-0.0203  	-0.2940  	0.28142  	0.23719  	-0.0196  	0.03307  	-0.0874  	-0.0253  	-0.0004  	-0.0495  	-0.0481  	-0.0175  	-0.0215  	-0.0404  	-0.0337  	-0.0111  	-0.0147  	0.01771  	-0.0013  	-0.0333  	-0.0113  	0.01584  	0.02430  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.4688  	0.31946  	-0.3283  	-0.8009  	-0.1959  	-1.1023  	0.11241  	-0.1084  	0.15216  	0.31672  	-0.3872  	0.70426  	0.13362  	0.09985  	0.13222  	1.43933  	-0.2247  	-0.1482  	0.27936  	0.69343  	-0.4994  	0.21250  	-0.5240  	-0.1998  	0.35235  	-0.1194  	0.23662  	0.09887  	0.46236  	0.16903  	-0.3953  	-0.1127  	-0.0150  	0.01238  	0.54306  	0.06028  	0.22321  	-0.1686  	-0.3191  	0.57709  	0.11537  	-0.0219  	-0.2797  	0.29483  	0.23215  	-0.0266  	0.02481  	-0.0732  	-0.0203  	0.00199  	-0.0492  	-0.0523  	-0.0215  	-0.0294  	-0.0351  	-0.0313  	-0.0031  	-0.0128  	0.01455  	-0.0185  	-0.0366  	-0.0028  	0.01630  	0.02477  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.4857  	0.31202  	-0.3510  	-0.7366  	-0.1237  	-1.0820  	0.09739  	-0.0899  	0.15527  	0.30800  	-0.3576  	0.69893  	0.11304  	0.05679  	0.11370  	1.44320  	-0.2244  	-0.1416  	0.29528  	0.69348  	-0.4797  	0.19878  	-0.5463  	-0.1813  	0.39360  	-0.1215  	0.25113  	0.11143  	0.46017  	0.17699  	-0.4005  	-0.1074  	-0.0194  	0.02840  	0.55361  	0.06798  	0.21548  	-0.1735  	-0.3171  	0.58412  	0.07434  	-0.0160  	-0.2876  	0.28141  	0.22611  	-0.0270  	0.02488  	-0.0804  	-0.0162  	-0.0064  	-0.0463  	-0.0525  	-0.0196  	-0.0245  	-0.0390  	-0.0316  	-0.0032  	-0.0167  	0.01599  	-0.0108  	-0.0410  	-0.0094  	0.02083  	0.02658  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.5690  	0.28502  	-0.3969  	-0.7942  	-0.1391  	-1.0938  	0.08181  	-0.0857  	0.16939  	0.34091  	-0.2995  	0.69966  	0.08972  	0.00234  	0.06756  	1.45564  	-0.2123  	-0.1807  	0.31881  	0.70087  	-0.4324  	0.18321  	-0.5236  	-0.1723  	0.36966  	-0.1088  	0.25444  	0.08963  	0.45073  	0.16939  	-0.3873  	-0.1002  	-0.0090  	0.02404  	0.56855  	0.07273  	0.21200  	-0.1760  	-0.3503  	0.58632  	0.08634  	-0.0062  	-0.3049  	0.27849  	0.22380  	-0.0259  	0.04229  	-0.0946  	-0.0145  	-0.0130  	-0.0449  	-0.0513  	-0.0246  	-0.0203  	-0.0420  	-0.0375  	-0.0021  	-0.0153  	0.01254  	-0.0061  	-0.0304  	-0.0112  	0.02815  	0.02453  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.5200  	0.27868  	-0.3955  	-0.7714  	-0.1252  	-1.0799  	0.08826  	-0.0698  	0.15518  	0.31979  	-0.2702  	0.71637  	0.09725  	0.03679  	0.06918  	1.43830  	-0.2473  	-0.1659  	0.31062  	0.74770  	-0.4337  	0.16120  	-0.5816  	-0.1179  	0.39504  	-0.1204  	0.25073  	0.09932  	0.44719  	0.16221  	-0.4042  	-0.1014  	-0.0229  	0.02367  	0.59990  	0.09938  	0.19471  	-0.1830  	-0.3491  	0.60357  	0.05613  	-0.0042  	-0.3156  	0.28089  	0.22759  	-0.0262  	0.04061  	-0.0920  	-0.0201  	-0.0085  	-0.0325  	-0.0551  	-0.0242  	-0.0223  	-0.0422  	-0.0389  	0.00075  	-0.0213  	0.01269  	-0.0040  	-0.0359  	-0.0141  	0.02414  	0.02137  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.3696  	0.33500  	-0.2285  	-0.6551  	-0.0558  	-0.9610  	0.07956  	-0.0743  	0.18075  	0.23119  	-0.4762  	0.72829  	0.13533  	0.18746  	0.36734  	1.50095  	-0.2453  	-0.2195  	0.31258  	0.63148  	-0.3855  	0.19590  	-0.5395  	-0.0548  	0.31766  	-0.1264  	0.33836  	0.03977  	0.35394  	0.16900  	-0.3871  	-0.0763  	-0.0007  	0.00842  	0.58528  	0.02432  	0.27051  	-0.1895  	-0.3854  	0.60168  	0.07427  	0.00371  	-0.3140  	0.29542  	0.22208  	-0.0309  	0.04317  	-0.0783  	-0.0232  	-0.0109  	-0.0507  	-0.0513  	-0.0214  	-0.0236  	-0.0458  	-0.0396  	-0.0115  	-0.0247  	0.01943  	-0.0051  	-0.0259  	-0.0089  	0.00743  	0.02103  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.1788  	0.41352  	-0.1158  	-0.4548  	-0.0251  	-0.7707  	0.10562  	-0.0099  	0.20935  	0.18725  	-0.6957  	0.63818  	0.20184  	0.32833  	0.64547  	1.34302  	-0.1878  	-0.2690  	0.28124  	0.57073  	-0.4032  	0.29495  	-0.5085  	-0.0772  	0.40897  	-0.1558  	0.46650  	-0.0394  	0.40543  	0.22032  	-0.4355  	-0.0592  	-0.0074  	0.03220  	0.60053  	0.05447  	0.28796  	-0.1813  	-0.3523  	0.61619  	0.05017  	0.00261  	-0.2877  	0.27730  	0.22588  	-0.0170  	0.03568  	-0.0642  	0.00603  	-0.0117  	-0.0470  	-0.0545  	-0.0172  	-0.0332  	-0.0408  	-0.0300  	-0.0075  	-0.0218  	0.02162  	-0.0016  	-0.0379  	-0.0026  	0.00795  	0.01796  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
-0.1007  	0.43349  	-0.1305  	-0.3833  	-0.0546  	-0.7307  	0.12199  	-0.0131  	0.20317  	0.19161  	-0.7364  	0.47701  	0.24039  	0.37541  	0.61261  	1.33349  	-0.1941  	-0.2831  	0.28235  	0.48017  	-0.3717  	0.31600  	-0.4234  	-0.0956  	0.48261  	-0.1855  	0.49226  	-0.1091  	0.46326  	0.27146  	-0.4221  	-0.0606  	-0.0366  	0.02079  	0.60107  	0.02793  	0.28390  	-0.1716  	-0.3378  	0.60615  	0.05509  	0.00574  	-0.2868  	0.28457  	0.22111  	-0.0182  	0.02514  	-0.0677  	-0.0019  	-0.0173  	-0.0496  	-0.0530  	-0.0106  	-0.0306  	-0.0345  	-0.0211  	-0.0101  	-0.0186  	0.01913  	-0.0012  	-0.0320  	-0.0044  	0.00825  	0.02179  	0.09858  	0.13087  	0.04391  	0.00964  	-0.0337  	0.09551  	0.51157  	253.168  	219.888  	
